time	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	susceptible (0-9) median	susceptible (0-9) lower bound	susceptible (0-9) upper bound	susceptible (10-19) median	susceptible (10-19) lower bound	susceptible (10-19) upper bound	susceptible (20-29) median	susceptible (20-29) lower bound	susceptible (20-29) upper bound	susceptible (30-39) median	susceptible (30-39) lower bound	susceptible (30-39) upper bound	susceptible (40-49) median	susceptible (40-49) lower bound	susceptible (40-49) upper bound	susceptible (50-59) median	susceptible (50-59) lower bound	susceptible (50-59) upper bound	susceptible (60-69) median	susceptible (60-69) lower bound	susceptible (60-69) upper bound	susceptible (70-79) median	susceptible (70-79) lower bound	susceptible (70-79) upper bound	susceptible (80+) median	susceptible (80+) lower bound	susceptible (80+) upper bound	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	severe (0-9) median	severe (0-9) lower bound	severe (0-9) upper bound	severe (10-19) median	severe (10-19) lower bound	severe (10-19) upper bound	severe (20-29) median	severe (20-29) lower bound	severe (20-29) upper bound	severe (30-39) median	severe (30-39) lower bound	severe (30-39) upper bound	severe (40-49) median	severe (40-49) lower bound	severe (40-49) upper bound	severe (50-59) median	severe (50-59) lower bound	severe (50-59) upper bound	severe (60-69) median	severe (60-69) lower bound	severe (60-69) upper bound	severe (70-79) median	severe (70-79) lower bound	severe (70-79) upper bound	severe (80+) median	severe (80+) lower bound	severe (80+) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	ICU (0-9) median	ICU (0-9) lower bound	ICU (0-9) upper bound	ICU (10-19) median	ICU (10-19) lower bound	ICU (10-19) upper bound	ICU (20-29) median	ICU (20-29) lower bound	ICU (20-29) upper bound	ICU (30-39) median	ICU (30-39) lower bound	ICU (30-39) upper bound	ICU (40-49) median	ICU (40-49) lower bound	ICU (40-49) upper bound	ICU (50-59) median	ICU (50-59) lower bound	ICU (50-59) upper bound	ICU (60-69) median	ICU (60-69) lower bound	ICU (60-69) upper bound	ICU (70-79) median	ICU (70-79) lower bound	ICU (70-79) upper bound	ICU (80+) median	ICU (80+) lower bound	ICU (80+) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	exposed (0-9) median	exposed (0-9) lower bound	exposed (0-9) upper bound	exposed (10-19) median	exposed (10-19) lower bound	exposed (10-19) upper bound	exposed (20-29) median	exposed (20-29) lower bound	exposed (20-29) upper bound	exposed (30-39) median	exposed (30-39) lower bound	exposed (30-39) upper bound	exposed (40-49) median	exposed (40-49) lower bound	exposed (40-49) upper bound	exposed (50-59) median	exposed (50-59) lower bound	exposed (50-59) upper bound	exposed (60-69) median	exposed (60-69) lower bound	exposed (60-69) upper bound	exposed (70-79) median	exposed (70-79) lower bound	exposed (70-79) upper bound	exposed (80+) median	exposed (80+) lower bound	exposed (80+) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	infectious (0-9) median	infectious (0-9) lower bound	infectious (0-9) upper bound	infectious (10-19) median	infectious (10-19) lower bound	infectious (10-19) upper bound	infectious (20-29) median	infectious (20-29) lower bound	infectious (20-29) upper bound	infectious (30-39) median	infectious (30-39) lower bound	infectious (30-39) upper bound	infectious (40-49) median	infectious (40-49) lower bound	infectious (40-49) upper bound	infectious (50-59) median	infectious (50-59) lower bound	infectious (50-59) upper bound	infectious (60-69) median	infectious (60-69) lower bound	infectious (60-69) upper bound	infectious (70-79) median	infectious (70-79) lower bound	infectious (70-79) upper bound	infectious (80+) median	infectious (80+) lower bound	infectious (80+) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	overflow (0-9) median	overflow (0-9) lower bound	overflow (0-9) upper bound	overflow (10-19) median	overflow (10-19) lower bound	overflow (10-19) upper bound	overflow (20-29) median	overflow (20-29) lower bound	overflow (20-29) upper bound	overflow (30-39) median	overflow (30-39) lower bound	overflow (30-39) upper bound	overflow (40-49) median	overflow (40-49) lower bound	overflow (40-49) upper bound	overflow (50-59) median	overflow (50-59) lower bound	overflow (50-59) upper bound	overflow (60-69) median	overflow (60-69) lower bound	overflow (60-69) upper bound	overflow (70-79) median	overflow (70-79) lower bound	overflow (70-79) upper bound	overflow (80+) median	overflow (80+) lower bound	overflow (80+) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative recovered (0-9) median	cumulative recovered (0-9) lower bound	cumulative recovered (0-9) upper bound	cumulative recovered (10-19) median	cumulative recovered (10-19) lower bound	cumulative recovered (10-19) upper bound	cumulative recovered (20-29) median	cumulative recovered (20-29) lower bound	cumulative recovered (20-29) upper bound	cumulative recovered (30-39) median	cumulative recovered (30-39) lower bound	cumulative recovered (30-39) upper bound	cumulative recovered (40-49) median	cumulative recovered (40-49) lower bound	cumulative recovered (40-49) upper bound	cumulative recovered (50-59) median	cumulative recovered (50-59) lower bound	cumulative recovered (50-59) upper bound	cumulative recovered (60-69) median	cumulative recovered (60-69) lower bound	cumulative recovered (60-69) upper bound	cumulative recovered (70-79) median	cumulative recovered (70-79) lower bound	cumulative recovered (70-79) upper bound	cumulative recovered (80+) median	cumulative recovered (80+) lower bound	cumulative recovered (80+) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative ICU (0-9) median	cumulative ICU (0-9) lower bound	cumulative ICU (0-9) upper bound	cumulative ICU (10-19) median	cumulative ICU (10-19) lower bound	cumulative ICU (10-19) upper bound	cumulative ICU (20-29) median	cumulative ICU (20-29) lower bound	cumulative ICU (20-29) upper bound	cumulative ICU (30-39) median	cumulative ICU (30-39) lower bound	cumulative ICU (30-39) upper bound	cumulative ICU (40-49) median	cumulative ICU (40-49) lower bound	cumulative ICU (40-49) upper bound	cumulative ICU (50-59) median	cumulative ICU (50-59) lower bound	cumulative ICU (50-59) upper bound	cumulative ICU (60-69) median	cumulative ICU (60-69) lower bound	cumulative ICU (60-69) upper bound	cumulative ICU (70-79) median	cumulative ICU (70-79) lower bound	cumulative ICU (70-79) upper bound	cumulative ICU (80+) median	cumulative ICU (80+) lower bound	cumulative ICU (80+) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative hospitalized (0-9) median	cumulative hospitalized (0-9) lower bound	cumulative hospitalized (0-9) upper bound	cumulative hospitalized (10-19) median	cumulative hospitalized (10-19) lower bound	cumulative hospitalized (10-19) upper bound	cumulative hospitalized (20-29) median	cumulative hospitalized (20-29) lower bound	cumulative hospitalized (20-29) upper bound	cumulative hospitalized (30-39) median	cumulative hospitalized (30-39) lower bound	cumulative hospitalized (30-39) upper bound	cumulative hospitalized (40-49) median	cumulative hospitalized (40-49) lower bound	cumulative hospitalized (40-49) upper bound	cumulative hospitalized (50-59) median	cumulative hospitalized (50-59) lower bound	cumulative hospitalized (50-59) upper bound	cumulative hospitalized (60-69) median	cumulative hospitalized (60-69) lower bound	cumulative hospitalized (60-69) upper bound	cumulative hospitalized (70-79) median	cumulative hospitalized (70-79) lower bound	cumulative hospitalized (70-79) upper bound	cumulative hospitalized (80+) median	cumulative hospitalized (80+) lower bound	cumulative hospitalized (80+) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound	cumulative fatality (0-9) median	cumulative fatality (0-9) lower bound	cumulative fatality (0-9) upper bound	cumulative fatality (10-19) median	cumulative fatality (10-19) lower bound	cumulative fatality (10-19) upper bound	cumulative fatality (20-29) median	cumulative fatality (20-29) lower bound	cumulative fatality (20-29) upper bound	cumulative fatality (30-39) median	cumulative fatality (30-39) lower bound	cumulative fatality (30-39) upper bound	cumulative fatality (40-49) median	cumulative fatality (40-49) lower bound	cumulative fatality (40-49) upper bound	cumulative fatality (50-59) median	cumulative fatality (50-59) lower bound	cumulative fatality (50-59) upper bound	cumulative fatality (60-69) median	cumulative fatality (60-69) lower bound	cumulative fatality (60-69) upper bound	cumulative fatality (70-79) median	cumulative fatality (70-79) lower bound	cumulative fatality (70-79) upper bound	cumulative fatality (80+) median	cumulative fatality (80+) lower bound	cumulative fatality (80+) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound
2020-06-05	4072003	4035485	4099242	730278	723729	735164	685765	679615	690353	640127	634387	644409	583823	578588	587729	525116	520407	528629	408426	404763	411158	266743	264350	268527	148937	147602	149934	82786	82044	83340	4072003	4035485	4099242	170	119	240	1	0	1	2	1	3	3	2	5	5	3	7	12	8	17	20	14	28	40	28	57	43	30	60	44	31	62	170	119	240	230	168	315	0	0	0	1	0	1	1	1	2	3	2	4	8	6	12	17	12	24	49	36	67	67	49	91	84	61	115	230	168	315	5878	3969	8586	1054	712	1540	990	668	1446	924	624	1350	843	569	1231	758	512	1107	590	398	861	385	260	562	215	145	314	119	81	175	5878	3969	8586	17519	12086	25118	3142	2167	4505	2950	2035	4230	2754	1900	3949	2512	1733	3601	2259	1559	3239	1757	1212	2519	1148	792	1645	641	442	919	356	246	511	17519	12086	25118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81916	61907	108266	14761	11144	19525	13859	10463	18332	12934	9765	17108	11792	8903	15597	10589	7995	14005	8422	6413	11068	5263	3976	6957	2834	2142	3745	1461	1105	1929	81916	61907	108266	693	530	906	0	0	0	2	2	3	4	3	5	8	6	10	25	19	33	53	41	70	148	113	194	201	153	262	252	193	329	693	530	906	1704	1287	2252	7	6	10	21	16	28	39	29	51	53	40	70	127	96	168	212	161	278	404	305	535	421	318	558	418	316	553	1704	1287	2252	213	167	272	0	0	0	0	0	1	1	1	1	2	1	2	5	4	7	15	11	18	40	31	51	67	52	86	84	66	107	213	167	272
2020-06-06	4068985	4031053	4097216	729737	722934	734800	685257	678869	690012	639653	633690	644091	583391	577952	587438	524727	519835	528368	408123	404319	410955	266545	264060	268394	148827	147439	149859	82725	81954	83299	4068985	4031053	4097216	174	122	246	1	0	1	2	1	3	4	2	5	5	3	7	12	9	18	20	14	29	41	29	59	44	31	62	45	32	64	174	122	246	236	171	323	0	0	0	1	0	1	1	1	2	3	2	4	9	6	12	18	13	24	50	37	69	68	50	94	86	63	118	236	171	323	6007	4044	8798	1077	725	1578	1012	681	1482	944	636	1383	861	580	1261	775	522	1135	603	406	882	394	265	576	220	148	322	122	82	179	6007	4044	8798	17916	12321	25760	3213	2210	4620	3017	2075	4338	2816	1937	4049	2569	1766	3693	2310	1589	3322	1797	1236	2584	1174	807	1687	655	451	942	364	250	524	17916	12321	25760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84429	63639	111875	15215	11457	20176	14285	10757	18943	13332	10039	17679	12155	9153	16118	10915	8220	14473	8675	6587	11431	5425	4087	7190	2922	2202	3871	1507	1137	1994	84429	63639	111875	716	546	938	0	0	0	2	2	3	4	3	5	8	6	11	26	20	34	55	42	72	153	117	201	207	158	271	260	199	341	716	546	938	1756	1323	2327	8	6	10	21	16	28	40	30	53	55	41	73	131	99	174	218	166	288	417	314	553	434	327	576	431	325	572	1756	1323	2327	220	172	282	0	0	0	0	0	1	1	1	1	2	1	2	5	4	7	15	12	19	41	32	53	69	54	89	87	68	111	220	172	282
2020-06-07	4065901	4026514	4095152	729184	722120	734430	684738	678105	689664	639168	632976	643766	582948	577301	587142	524329	519250	528101	407814	403864	410748	266343	263763	268259	148714	147273	149784	82662	81862	83257	4065901	4026514	4095152	178	124	253	1	0	1	2	1	3	4	3	5	5	4	7	13	9	18	21	14	29	42	30	60	45	31	63	46	32	65	178	124	253	242	175	332	0	0	0	1	0	1	1	1	2	3	2	4	9	6	12	18	13	25	52	37	71	70	51	96	88	64	121	242	175	332	6139	4121	9013	1101	739	1616	1034	694	1518	965	648	1417	880	591	1292	792	531	1162	616	413	904	402	270	590	225	151	330	125	84	183	6139	4121	9013	18321	12559	26414	3286	2252	4737	3085	2115	4448	2880	1974	4152	2627	1801	3787	2363	1620	3406	1838	1260	2649	1200	823	1730	670	459	966	372	255	537	18321	12559	26414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87000	65404	115575	15679	11775	20845	14721	11056	19571	13738	10318	18264	12526	9408	16652	11248	8448	14952	8933	6765	11803	5591	4201	7428	3011	2264	3999	1553	1168	2061	87000	65404	115575	739	562	970	0	0	0	2	2	3	4	3	5	8	6	11	27	21	36	57	44	74	158	120	207	214	162	281	269	204	352	739	562	970	1809	1360	2403	8	6	10	22	17	29	41	31	55	56	42	75	135	102	180	225	170	297	430	323	571	448	336	595	444	334	591	1809	1360	2403	228	178	293	0	0	0	0	0	1	1	1	1	2	1	2	5	4	7	16	12	20	42	33	55	72	56	92	90	70	116	228	178	293
2020-06-08	4062750	4021866	4093049	728619	721287	734053	684207	677322	689310	638673	632246	643436	582497	576635	586841	523923	518651	527830	407498	403397	410537	266136	263458	268121	148599	147103	149707	82598	81767	83214	4062750	4021866	4093049	182	126	259	1	0	1	2	1	3	4	3	5	5	4	7	13	9	18	21	15	30	43	30	62	46	32	65	47	33	67	182	126	259	248	178	342	0	0	0	1	1	1	1	1	2	3	2	4	9	6	12	18	13	26	53	38	73	72	52	99	91	65	125	248	178	342	6273	4199	9232	1125	753	1656	1056	707	1555	986	660	1451	899	602	1324	809	541	1191	629	421	926	411	275	605	229	154	338	128	85	188	6273	4199	9232	18733	12802	27082	3360	2296	4857	3155	2156	4561	2945	2013	4257	2686	1835	3883	2416	1651	3492	1879	1284	2716	1227	839	1774	685	468	991	381	260	551	18733	12802	27082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89629	67204	119369	16154	12100	21530	15167	11361	20214	14154	10603	18865	12905	9667	17200	11588	8681	15444	9197	6945	12184	5760	4318	7673	3103	2327	4131	1600	1201	2129	89629	67204	119369	762	578	1003	0	0	1	2	2	3	4	3	5	9	6	11	28	21	37	59	45	77	163	123	215	220	167	290	277	210	365	762	578	1003	1864	1397	2482	8	6	11	23	17	30	42	32	57	58	44	77	139	104	186	231	175	306	443	332	590	461	346	615	458	343	610	1864	1397	2482	236	184	304	0	0	0	0	0	1	1	1	1	2	1	2	6	4	7	16	13	21	44	34	57	74	58	96	93	72	120	236	184	304
2020-06-09	4059532	4017107	4090907	728042	720433	733669	683665	676520	688949	638167	631498	643099	582035	575953	586534	523508	518037	527554	407175	402920	410322	265926	263146	267981	148481	146929	149629	82533	81670	83171	4059532	4017107	4090907	186	129	266	1	0	1	2	1	3	4	3	5	5	4	8	13	9	19	22	15	31	44	31	63	47	32	67	48	34	69	186	129	266	254	182	351	0	0	0	1	1	1	1	1	2	3	2	4	9	7	13	19	14	26	54	39	75	74	53	102	93	67	126	254	182	351	6409	4278	9455	1149	767	1696	1079	720	1592	1008	672	1486	919	613	1356	827	552	1219	643	429	948	420	280	619	234	156	346	130	87	192	6409	4278	9455	19152	13049	27763	3435	2340	4979	3225	2198	4675	3011	2051	4364	2746	1871	3980	2470	1683	3580	1921	1309	2785	1255	855	1819	701	477	1015	389	265	564	19152	13049	27763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92316	69038	123259	16639	12431	22232	15622	11672	20874	14580	10893	19480	13293	9932	17761	11937	8919	15948	9467	7130	12574	5934	4436	7924	3196	2391	4267	1649	1234	2199	92316	69038	123259	786	595	1037	0	0	1	2	2	3	4	3	6	9	7	12	29	22	38	60	46	79	168	127	222	227	172	300	286	216	377	786	595	1037	1920	1436	2563	8	6	11	23	18	31	44	33	58	60	45	80	144	107	192	238	179	316	456	341	609	475	355	635	472	352	630	1920	1436	2563	245	190	315	0	0	0	0	0	1	1	1	1	2	1	2	6	5	8	17	13	21	45	35	59	77	60	99	97	75	124	245	190	315
2020-06-10	4056244	4012234	4088725	727452	719559	733277	683111	675700	688582	637650	630732	642756	581564	575254	586221	523084	517409	527273	406846	402431	410103	265710	262827	267838	148361	146751	149549	82466	81571	83126	4056244	4012234	4088725	190	131	273	1	0	1	2	1	3	4	3	6	5	4	8	13	9	19	22	15	32	45	31	65	48	33	68	49	34	71	190	131	273	260	186	361	0	0	0	1	1	1	1	1	2	3	2	4	9	7	13	19	14	27	56	40	77	75	54	104	95	68	126	260	186	361	6548	4358	9681	1174	782	1736	1103	734	1630	1029	685	1522	939	625	1388	844	562	1248	657	437	971	429	285	634	239	159	354	133	89	197	6548	4358	9681	19579	13299	28456	3511	2385	5103	3297	2240	4792	3078	2091	4473	2807	1907	4080	2525	1715	3670	1964	1334	2854	1283	871	1864	716	486	1041	398	270	579	19579	13299	28456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95064	70907	127247	17135	12769	22952	16088	11989	21550	15014	11189	20111	13689	10201	18336	12293	9161	16465	9743	7317	12975	6111	4557	8181	3292	2456	4405	1698	1268	2271	95064	70907	127247	810	612	1072	0	0	1	2	2	3	4	3	6	9	7	12	30	22	39	62	47	82	173	131	229	234	177	310	295	223	390	810	612	1072	1977	1474	2646	9	6	11	24	18	32	45	34	60	62	46	83	148	110	198	245	184	326	469	350	629	489	365	655	486	362	651	1977	1474	2646	253	196	327	0	0	0	0	0	1	1	1	1	2	1	2	6	5	8	17	13	22	47	36	61	80	61	103	100	77	129	253	196	327
2020-06-11	4052886	4007247	4086503	726850	718665	732879	682546	674860	688207	637122	629948	642407	581083	574539	585902	522651	516765	526986	406509	401931	409881	265490	262501	267692	148238	146569	149468	82398	81470	83081	4052886	4007247	4086503	195	134	280	1	1	1	2	1	3	4	3	6	6	4	8	14	9	20	23	15	32	46	32	67	49	34	70	51	35	73	195	134	280	266	190	370	0	0	0	1	1	1	1	1	2	3	2	4	10	7	14	20	14	28	57	41	79	77	55	107	97	70	125	266	190	370	6689	4439	9911	1200	796	1777	1126	748	1669	1051	698	1558	959	636	1421	863	572	1278	671	445	994	438	291	649	245	162	363	136	90	201	6689	4439	9911	20014	13553	29162	3589	2431	5230	3370	2283	4911	3146	2131	4584	2869	1943	4181	2581	1748	3761	2007	1359	2925	1311	888	1910	732	496	1067	407	276	593	20014	13553	29162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97872	72813	131333	17642	13113	23690	16564	12312	22243	15459	11490	20758	14094	10476	18926	12657	9408	16994	10025	7509	13385	6292	4680	8445	3390	2522	4548	1749	1302	2344	97872	72813	131333	835	629	1108	0	0	1	2	2	3	4	3	6	9	7	12	31	23	41	64	48	85	178	134	237	242	182	321	304	229	403	835	629	1108	2035	1514	2731	9	7	12	25	18	33	46	34	62	63	47	85	152	113	204	252	189	337	483	359	649	504	374	676	500	372	671	2035	1514	2731	262	202	339	0	0	0	0	0	1	1	1	1	2	1	2	6	5	8	18	14	23	49	37	63	82	63	107	103	80	134	262	202	339
2020-06-12	4049458	4002143	4084240	726235	717750	732473	681969	674000	687826	636583	629145	642051	580591	573807	585578	522209	516107	526694	406165	401419	409654	265266	262166	267544	148113	146382	149385	82328	81366	83035	4049458	4002143	4084240	199	137	287	1	1	1	2	1	3	4	3	6	6	4	8	14	10	20	23	16	33	47	33	68	50	34	72	52	36	74	199	137	287	272	194	380	0	0	0	1	1	1	1	1	2	3	2	4	10	7	14	20	14	28	58	41	81	79	56	110	99	71	126	272	194	380	6832	4522	10145	1225	811	1819	1150	762	1708	1074	711	1595	979	648	1455	881	583	1308	685	454	1018	448	296	665	250	165	371	139	92	206	6832	4522	10145	20456	13812	29881	3669	2477	5359	3445	2326	5032	3216	2171	4697	2933	1980	4284	2638	1781	3853	2052	1385	2997	1340	905	1957	748	505	1093	416	281	608	20456	13812	29881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100743	74755	135521	18160	13463	24447	17051	12641	22953	15913	11797	21421	14508	10756	19530	13029	9660	17537	10314	7704	13806	6478	4805	8715	3490	2590	4693	1801	1337	2419	100743	74755	135521	861	647	1145	0	0	1	2	2	3	5	3	6	10	7	13	32	24	42	66	50	87	184	138	245	249	187	332	313	235	416	861	647	1145	2095	1554	2818	9	7	12	26	19	34	48	35	64	65	48	88	157	116	211	259	194	347	498	369	670	519	384	698	515	382	693	2095	1554	2818	270	208	351	0	0	0	1	0	1	1	1	1	2	2	3	6	5	8	18	14	24	50	39	65	85	65	111	107	82	139	270	208	351
2020-06-13	4045957	3996921	4081935	725607	716813	732060	681379	673121	687438	636033	628324	641689	580089	573058	585247	521757	515434	526397	405814	400895	409422	265036	261824	267393	147985	146191	149300	82257	81260	82988	4045957	3996921	4081935	204	139	294	1	1	1	2	2	3	4	3	6	6	4	8	14	10	21	24	16	34	48	33	70	51	35	74	53	36	76	204	139	294	279	198	391	0	0	0	1	1	1	1	1	2	3	2	4	10	7	14	21	15	29	60	42	83	81	57	113	99	73	125	279	198	391	6977	4605	10382	1251	826	1862	1175	776	1748	1097	724	1632	1000	660	1489	900	594	1339	700	462	1041	457	302	680	255	168	380	142	94	211	6977	4605	10382	20905	14074	30614	3749	2524	5490	3521	2370	5156	3286	2212	4813	2997	2018	4389	2696	1815	3948	2097	1412	3071	1369	922	2005	765	515	1120	425	286	622	20905	14074	30614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103678	76733	139812	18690	13821	25222	17548	12976	23681	16377	12110	22100	14932	11042	20149	13409	9916	18093	10608	7903	14237	6667	4933	8992	3592	2659	4843	1853	1373	2497	103678	76733	139812	887	665	1183	0	0	1	3	2	3	5	4	6	10	7	13	32	24	43	68	51	90	190	142	253	257	192	342	323	242	430	887	665	1183	2156	1595	2907	9	7	13	26	19	36	49	36	66	67	50	91	161	119	218	267	199	358	512	379	691	534	395	720	530	392	715	2156	1595	2907	280	215	364	0	0	0	1	0	1	1	1	1	2	2	3	7	5	9	19	15	24	52	40	68	88	67	115	110	85	144	280	215	364
2020-06-14	4042382	3991579	4079588	724966	715855	731639	680777	672221	687043	635471	627484	641320	579577	572293	584911	521296	514745	526094	405455	400360	409187	264802	261474	267239	147854	145996	149215	82184	81151	82941	4042382	3991579	4079588	208	142	301	1	1	1	2	2	3	4	3	6	6	4	9	15	10	21	24	16	35	50	34	72	52	36	76	54	37	78	208	142	301	286	202	396	0	0	0	1	1	1	2	1	2	3	2	4	10	7	15	21	15	30	61	43	86	83	58	116	99	74	125	286	202	396	7124	4690	10623	1278	841	1905	1200	790	1789	1120	737	1670	1021	672	1523	919	605	1370	715	470	1066	467	307	696	261	172	389	145	95	216	7124	4690	10623	21363	14340	31359	3831	2572	5624	3598	2415	5281	3358	2254	4930	3063	2056	4496	2755	1849	4044	2143	1438	3145	1399	939	2054	781	524	1147	434	292	638	21363	14340	31359	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	106676	78750	144208	19232	14185	26015	18057	13318	24426	16852	12429	22795	15364	11333	20783	13797	10177	18663	10910	8105	14678	6861	5063	9275	3697	2729	4995	1907	1410	2576	106676	78750	144208	914	683	1222	0	0	1	3	2	3	5	4	7	10	8	14	33	25	45	70	52	93	195	146	261	264	197	354	333	249	444	914	683	1222	2218	1637	2998	10	7	13	27	20	37	51	37	68	69	51	94	166	122	224	274	204	369	527	389	713	549	405	743	545	402	737	2218	1637	2998	289	221	377	0	0	0	1	0	1	1	1	1	2	2	3	7	5	9	19	15	25	54	41	70	91	70	119	114	87	149	289	221	377
2020-06-15	4038734	3986115	4077199	724312	714875	731210	680163	671301	686640	634897	626626	640944	579053	571509	584568	520826	514040	525786	405089	399812	408947	264563	261116	267083	147720	145796	149127	82110	81040	82892	4038734	3986115	4077199	213	145	309	1	1	1	2	2	3	4	3	6	6	4	9	15	10	22	25	17	36	51	34	74	53	36	78	55	38	80	213	145	309	292	206	396	0	0	0	1	1	1	2	1	2	3	2	5	11	7	15	22	15	31	62	44	88	85	60	119	98	75	126	292	206	396	7274	4776	10868	1304	857	1949	1225	804	1830	1143	751	1708	1043	685	1558	938	616	1401	730	479	1090	476	313	712	266	175	397	148	97	221	7274	4776	10868	21827	14610	32116	3915	2620	5760	3676	2461	5409	3431	2297	5049	3130	2095	4605	2815	1884	4142	2189	1465	3221	1430	957	2104	798	534	1175	444	297	653	21827	14610	32116	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	109740	80804	148710	19785	14555	26828	18576	13666	25189	17336	12754	23508	15806	11629	21433	14194	10444	19246	11217	8311	15131	7058	5196	9566	3803	2801	5152	1963	1447	2657	109740	80804	148710	941	702	1261	0	0	1	3	2	4	5	4	7	11	8	14	34	26	46	72	54	96	201	150	270	272	203	365	343	256	459	941	702	1261	2282	1680	3092	10	7	13	28	21	38	52	38	71	71	52	97	171	126	232	282	209	381	542	399	735	565	416	766	561	413	760	2282	1680	3092	298	228	391	0	0	0	1	0	1	1	1	1	2	2	3	7	5	9	20	15	26	55	42	73	94	72	123	118	90	155	298	228	391
2020-06-16	4035009	3980527	4074766	723644	713873	730774	679535	670360	686231	634312	625747	640562	578519	570708	584219	520346	513320	525472	404716	399251	408703	264319	260750	266924	147584	145591	149038	82034	80927	82843	4035009	3980527	4074766	217	148	316	1	1	1	2	2	3	4	3	7	6	4	9	15	10	22	25	17	37	52	35	75	55	37	79	57	38	82	217	148	316	299	210	396	0	0	0	1	1	1	2	1	2	3	2	5	11	8	15	22	16	31	64	45	90	87	61	122	98	74	125	299	210	396	7425	4864	11115	1332	872	1993	1251	819	1872	1167	765	1747	1065	697	1594	958	627	1433	745	488	1115	486	319	728	272	178	407	151	99	226	7425	4864	11115	22300	14885	32887	3999	2669	5898	3756	2507	5538	3506	2340	5170	3197	2134	4715	2876	1919	4241	2237	1493	3299	1461	975	2154	816	544	1203	453	303	669	22300	14885	32887	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	25	112871	82897	153321	20350	14933	27661	19107	14021	25971	17832	13085	24238	16258	11931	22098	14600	10715	19844	11532	8522	15594	7261	5331	9863	3912	2874	5313	2019	1485	2740	112871	82897	153321	969	721	1302	0	0	1	3	2	4	5	4	7	11	8	15	35	26	48	74	55	99	207	154	278	281	208	377	353	263	474	969	721	1302	2347	1723	3188	10	7	14	29	21	39	54	39	73	73	54	100	176	129	239	290	214	392	558	409	758	581	426	790	577	423	784	2347	1723	3188	308	235	405	0	0	0	1	0	1	1	1	1	2	2	3	7	6	10	21	16	27	57	44	75	97	74	127	122	93	161	308	235	405
