time	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	susceptible (0-9) median	susceptible (0-9) lower bound	susceptible (0-9) upper bound	susceptible (10-19) median	susceptible (10-19) lower bound	susceptible (10-19) upper bound	susceptible (20-29) median	susceptible (20-29) lower bound	susceptible (20-29) upper bound	susceptible (30-39) median	susceptible (30-39) lower bound	susceptible (30-39) upper bound	susceptible (40-49) median	susceptible (40-49) lower bound	susceptible (40-49) upper bound	susceptible (50-59) median	susceptible (50-59) lower bound	susceptible (50-59) upper bound	susceptible (60-69) median	susceptible (60-69) lower bound	susceptible (60-69) upper bound	susceptible (70-79) median	susceptible (70-79) lower bound	susceptible (70-79) upper bound	susceptible (80+) median	susceptible (80+) lower bound	susceptible (80+) upper bound	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	severe (0-9) median	severe (0-9) lower bound	severe (0-9) upper bound	severe (10-19) median	severe (10-19) lower bound	severe (10-19) upper bound	severe (20-29) median	severe (20-29) lower bound	severe (20-29) upper bound	severe (30-39) median	severe (30-39) lower bound	severe (30-39) upper bound	severe (40-49) median	severe (40-49) lower bound	severe (40-49) upper bound	severe (50-59) median	severe (50-59) lower bound	severe (50-59) upper bound	severe (60-69) median	severe (60-69) lower bound	severe (60-69) upper bound	severe (70-79) median	severe (70-79) lower bound	severe (70-79) upper bound	severe (80+) median	severe (80+) lower bound	severe (80+) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	ICU (0-9) median	ICU (0-9) lower bound	ICU (0-9) upper bound	ICU (10-19) median	ICU (10-19) lower bound	ICU (10-19) upper bound	ICU (20-29) median	ICU (20-29) lower bound	ICU (20-29) upper bound	ICU (30-39) median	ICU (30-39) lower bound	ICU (30-39) upper bound	ICU (40-49) median	ICU (40-49) lower bound	ICU (40-49) upper bound	ICU (50-59) median	ICU (50-59) lower bound	ICU (50-59) upper bound	ICU (60-69) median	ICU (60-69) lower bound	ICU (60-69) upper bound	ICU (70-79) median	ICU (70-79) lower bound	ICU (70-79) upper bound	ICU (80+) median	ICU (80+) lower bound	ICU (80+) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	exposed (0-9) median	exposed (0-9) lower bound	exposed (0-9) upper bound	exposed (10-19) median	exposed (10-19) lower bound	exposed (10-19) upper bound	exposed (20-29) median	exposed (20-29) lower bound	exposed (20-29) upper bound	exposed (30-39) median	exposed (30-39) lower bound	exposed (30-39) upper bound	exposed (40-49) median	exposed (40-49) lower bound	exposed (40-49) upper bound	exposed (50-59) median	exposed (50-59) lower bound	exposed (50-59) upper bound	exposed (60-69) median	exposed (60-69) lower bound	exposed (60-69) upper bound	exposed (70-79) median	exposed (70-79) lower bound	exposed (70-79) upper bound	exposed (80+) median	exposed (80+) lower bound	exposed (80+) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	infectious (0-9) median	infectious (0-9) lower bound	infectious (0-9) upper bound	infectious (10-19) median	infectious (10-19) lower bound	infectious (10-19) upper bound	infectious (20-29) median	infectious (20-29) lower bound	infectious (20-29) upper bound	infectious (30-39) median	infectious (30-39) lower bound	infectious (30-39) upper bound	infectious (40-49) median	infectious (40-49) lower bound	infectious (40-49) upper bound	infectious (50-59) median	infectious (50-59) lower bound	infectious (50-59) upper bound	infectious (60-69) median	infectious (60-69) lower bound	infectious (60-69) upper bound	infectious (70-79) median	infectious (70-79) lower bound	infectious (70-79) upper bound	infectious (80+) median	infectious (80+) lower bound	infectious (80+) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	overflow (0-9) median	overflow (0-9) lower bound	overflow (0-9) upper bound	overflow (10-19) median	overflow (10-19) lower bound	overflow (10-19) upper bound	overflow (20-29) median	overflow (20-29) lower bound	overflow (20-29) upper bound	overflow (30-39) median	overflow (30-39) lower bound	overflow (30-39) upper bound	overflow (40-49) median	overflow (40-49) lower bound	overflow (40-49) upper bound	overflow (50-59) median	overflow (50-59) lower bound	overflow (50-59) upper bound	overflow (60-69) median	overflow (60-69) lower bound	overflow (60-69) upper bound	overflow (70-79) median	overflow (70-79) lower bound	overflow (70-79) upper bound	overflow (80+) median	overflow (80+) lower bound	overflow (80+) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative recovered (0-9) median	cumulative recovered (0-9) lower bound	cumulative recovered (0-9) upper bound	cumulative recovered (10-19) median	cumulative recovered (10-19) lower bound	cumulative recovered (10-19) upper bound	cumulative recovered (20-29) median	cumulative recovered (20-29) lower bound	cumulative recovered (20-29) upper bound	cumulative recovered (30-39) median	cumulative recovered (30-39) lower bound	cumulative recovered (30-39) upper bound	cumulative recovered (40-49) median	cumulative recovered (40-49) lower bound	cumulative recovered (40-49) upper bound	cumulative recovered (50-59) median	cumulative recovered (50-59) lower bound	cumulative recovered (50-59) upper bound	cumulative recovered (60-69) median	cumulative recovered (60-69) lower bound	cumulative recovered (60-69) upper bound	cumulative recovered (70-79) median	cumulative recovered (70-79) lower bound	cumulative recovered (70-79) upper bound	cumulative recovered (80+) median	cumulative recovered (80+) lower bound	cumulative recovered (80+) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative ICU (0-9) median	cumulative ICU (0-9) lower bound	cumulative ICU (0-9) upper bound	cumulative ICU (10-19) median	cumulative ICU (10-19) lower bound	cumulative ICU (10-19) upper bound	cumulative ICU (20-29) median	cumulative ICU (20-29) lower bound	cumulative ICU (20-29) upper bound	cumulative ICU (30-39) median	cumulative ICU (30-39) lower bound	cumulative ICU (30-39) upper bound	cumulative ICU (40-49) median	cumulative ICU (40-49) lower bound	cumulative ICU (40-49) upper bound	cumulative ICU (50-59) median	cumulative ICU (50-59) lower bound	cumulative ICU (50-59) upper bound	cumulative ICU (60-69) median	cumulative ICU (60-69) lower bound	cumulative ICU (60-69) upper bound	cumulative ICU (70-79) median	cumulative ICU (70-79) lower bound	cumulative ICU (70-79) upper bound	cumulative ICU (80+) median	cumulative ICU (80+) lower bound	cumulative ICU (80+) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative hospitalized (0-9) median	cumulative hospitalized (0-9) lower bound	cumulative hospitalized (0-9) upper bound	cumulative hospitalized (10-19) median	cumulative hospitalized (10-19) lower bound	cumulative hospitalized (10-19) upper bound	cumulative hospitalized (20-29) median	cumulative hospitalized (20-29) lower bound	cumulative hospitalized (20-29) upper bound	cumulative hospitalized (30-39) median	cumulative hospitalized (30-39) lower bound	cumulative hospitalized (30-39) upper bound	cumulative hospitalized (40-49) median	cumulative hospitalized (40-49) lower bound	cumulative hospitalized (40-49) upper bound	cumulative hospitalized (50-59) median	cumulative hospitalized (50-59) lower bound	cumulative hospitalized (50-59) upper bound	cumulative hospitalized (60-69) median	cumulative hospitalized (60-69) lower bound	cumulative hospitalized (60-69) upper bound	cumulative hospitalized (70-79) median	cumulative hospitalized (70-79) lower bound	cumulative hospitalized (70-79) upper bound	cumulative hospitalized (80+) median	cumulative hospitalized (80+) lower bound	cumulative hospitalized (80+) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound	cumulative fatality (0-9) median	cumulative fatality (0-9) lower bound	cumulative fatality (0-9) upper bound	cumulative fatality (10-19) median	cumulative fatality (10-19) lower bound	cumulative fatality (10-19) upper bound	cumulative fatality (20-29) median	cumulative fatality (20-29) lower bound	cumulative fatality (20-29) upper bound	cumulative fatality (30-39) median	cumulative fatality (30-39) lower bound	cumulative fatality (30-39) upper bound	cumulative fatality (40-49) median	cumulative fatality (40-49) lower bound	cumulative fatality (40-49) upper bound	cumulative fatality (50-59) median	cumulative fatality (50-59) lower bound	cumulative fatality (50-59) upper bound	cumulative fatality (60-69) median	cumulative fatality (60-69) lower bound	cumulative fatality (60-69) upper bound	cumulative fatality (70-79) median	cumulative fatality (70-79) lower bound	cumulative fatality (70-79) upper bound	cumulative fatality (80+) median	cumulative fatality (80+) lower bound	cumulative fatality (80+) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound
2020-05-24	4103489	4080952	4120790	735925	731883	739028	691068	687273	693982	645077	641534	647797	588338	585106	590818	529177	526270	531408	411584	409324	413320	268805	267329	269938	150089	149265	150722	83426	82968	83778	4103489	4080952	4120790	128	94	174	0	0	1	1	1	2	3	2	4	4	3	5	9	7	12	15	11	20	30	22	41	32	24	44	33	24	45	128	94	174	170	129	223	0	0	0	0	0	1	1	1	1	2	1	3	6	5	8	13	10	17	36	28	48	49	37	65	62	47	81	170	129	223	4491	3150	6341	805	565	1137	756	531	1068	706	495	997	644	452	909	579	406	818	450	316	636	294	206	415	164	115	232	91	64	129	4491	3150	6341	13299	9551	18380	2385	1713	3296	2240	1609	3095	2091	1501	2889	1907	1369	2635	1715	1232	2370	1334	958	1844	871	626	1204	486	349	672	270	194	374	13299	9551	18380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55822	43557	71494	10049	7831	12883	9435	7353	12096	8805	6862	11288	8028	6256	10291	7208	5618	9240	5801	4570	7375	3579	2791	4586	1926	1502	2467	991	774	1269	55822	43557	71494	462	365	586	0	0	0	1	1	2	2	2	3	5	4	7	17	13	22	36	29	46	99	78	125	134	105	169	167	132	212	462	365	586	1162	906	1488	5	4	6	14	11	18	26	21	34	36	28	46	87	68	111	146	115	186	275	215	353	287	224	368	285	222	365	1162	906	1488	134	108	167	0	0	0	0	0	0	0	0	1	1	1	1	3	3	4	9	8	12	25	20	31	42	34	52	53	43	65	134	108	167
2020-05-25	4101176	4077666	4119177	735510	731294	738739	690678	686719	693710	644713	641018	647543	588006	584635	590587	528878	525847	531200	411352	408994	413158	268654	267114	269833	150004	149144	150663	83379	82901	83745	4101176	4077666	4119177	131	96	179	1	0	1	1	1	2	3	2	4	4	3	5	9	7	13	15	11	21	31	23	43	33	24	45	34	25	46	131	96	179	174	132	230	0	0	0	0	0	1	1	1	1	2	1	3	6	5	8	13	10	17	37	28	49	51	38	67	64	48	84	174	132	230	4595	3212	6508	824	576	1167	774	541	1096	722	505	1023	659	461	933	593	414	839	461	322	653	301	210	426	168	117	238	93	65	132	4595	3212	6508	13614	9743	18876	2442	1747	3385	2293	1641	3179	2140	1532	2967	1952	1397	2706	1756	1256	2434	1365	977	1893	892	638	1236	498	356	690	277	198	384	13614	9743	18876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57731	44926	74136	10394	8079	13360	9759	7585	12544	9107	7079	11706	8303	6454	10673	7455	5795	9582	5993	4707	7640	3702	2879	4756	1992	1550	2559	1026	799	1316	57731	44926	74136	479	377	609	0	0	0	1	1	2	3	2	3	5	4	7	18	14	22	38	30	47	102	80	130	139	109	176	174	137	220	479	377	609	1201	935	1542	5	4	7	15	11	19	27	21	35	37	29	48	90	70	115	151	118	192	285	221	366	297	231	381	295	229	379	1201	935	1542	140	113	174	0	0	0	0	0	0	0	0	1	1	1	1	3	3	4	10	8	12	26	21	32	44	35	55	55	44	68	140	113	174
2020-05-26	4098809	4074295	4117533	735086	730689	738444	690280	686151	693433	644341	640488	647285	587667	584152	590351	528573	525412	530988	411115	408656	412993	268499	266893	269725	149918	149021	150603	83331	82833	83712	4098809	4074295	4117533	134	97	184	1	0	1	1	1	2	3	2	4	4	3	5	10	7	13	16	11	21	32	23	44	34	24	46	35	25	48	134	97	184	179	135	237	0	0	0	1	0	1	1	1	1	2	2	3	7	5	9	13	10	18	38	29	51	52	39	69	65	49	86	179	135	237	4701	3276	6678	843	587	1198	792	552	1125	739	515	1050	674	470	958	606	422	861	471	329	670	308	215	437	172	120	244	96	67	136	4701	3276	6678	13935	9938	19383	2499	1782	3476	2347	1674	3264	2191	1562	3047	1998	1425	2779	1797	1282	2500	1398	997	1944	913	651	1270	510	364	709	283	202	394	13935	9938	19383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59685	46323	76849	10747	8331	13850	10090	7822	13004	9416	7300	12136	8585	6655	11064	7708	5976	9934	6190	4848	7913	3828	2969	4931	2060	1599	2653	1061	824	1365	59685	46323	76849	497	390	632	0	0	0	1	1	2	3	2	3	6	4	7	18	14	23	39	31	49	106	83	135	144	113	183	180	141	229	497	390	632	1242	964	1599	5	4	7	15	12	20	28	22	36	39	30	50	93	72	120	156	122	199	294	228	379	307	238	395	305	236	393	1242	964	1599	146	117	182	0	0	0	0	0	0	1	0	1	1	1	1	4	3	4	10	8	13	27	22	34	46	37	57	57	46	71	146	117	182
2020-05-27	4096389	4070837	4115857	734652	730069	738143	689872	685569	693151	643961	639944	647021	587320	583656	590111	528261	524966	530772	410872	408309	412825	268340	266666	269615	149829	148895	150541	83282	82763	83678	4096389	4070837	4115857	138	99	189	1	0	1	2	1	2	3	2	4	4	3	5	10	7	13	16	12	22	33	24	45	35	25	47	36	26	49	138	99	189	184	138	244	0	0	0	1	0	1	1	1	1	2	2	3	7	5	9	14	10	18	39	29	52	53	40	71	67	50	89	184	138	244	4809	3340	6852	862	599	1229	810	563	1154	756	525	1077	689	479	982	620	431	884	482	335	687	315	219	449	176	122	251	98	68	139	4809	3340	6852	14263	10137	19903	2558	1818	3569	2402	1707	3352	2242	1594	3129	2045	1453	2854	1839	1307	2567	1431	1017	1996	934	664	1304	522	371	728	290	206	405	14263	10137	19903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61685	47747	79635	11108	8588	14354	10429	8063	13476	9733	7525	12577	8874	6861	11466	7968	6161	10295	6390	4991	8193	3957	3061	5111	2130	1648	2750	1097	850	1415	61685	47747	79635	514	403	657	0	0	0	1	1	2	3	2	4	6	5	7	19	15	24	40	32	51	110	86	140	149	116	190	186	146	238	514	403	657	1283	993	1657	6	4	7	16	12	20	29	23	38	40	31	52	96	74	124	161	126	206	304	235	393	317	245	410	315	243	407	1283	993	1657	152	122	190	0	0	0	0	0	0	1	0	1	1	1	1	4	3	5	11	9	13	28	23	35	48	38	60	60	48	74	152	122	190
2020-05-28	4093914	4067289	4114149	734208	729433	737837	689455	684972	692863	643572	639386	646753	586965	583148	589866	527942	524508	530551	410624	407953	412653	268178	266434	269503	149739	148765	150479	83232	82691	83643	4093914	4067289	4114149	141	102	194	1	0	1	2	1	2	3	2	4	4	3	6	10	7	14	16	12	23	34	24	46	35	26	49	37	26	50	141	102	194	189	141	251	0	0	0	1	0	1	1	1	1	2	2	3	7	5	9	14	11	19	40	30	54	55	41	73	69	52	92	189	141	251	4919	3406	7030	882	611	1261	828	574	1184	773	535	1105	705	488	1008	634	439	907	493	342	705	322	223	461	180	125	257	100	69	143	4919	3406	7030	14597	10339	20433	2618	1854	3665	2458	1741	3441	2295	1625	3212	2093	1482	2930	1882	1333	2635	1464	1037	2049	956	677	1339	534	378	747	297	210	415	14597	10339	20433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63733	49200	82496	11477	8850	14870	10776	8309	13961	10057	7755	13029	9169	7070	11879	8233	6349	10665	6596	5137	8480	4089	3155	5295	2201	1699	2849	1134	876	1466	63733	49200	82496	532	416	681	0	0	0	2	1	2	3	2	4	6	5	8	20	15	25	42	33	53	114	89	146	154	120	197	193	151	247	532	416	681	1326	1024	1716	6	4	7	16	12	21	30	23	39	41	32	53	99	76	128	166	129	213	314	242	407	328	253	425	325	251	421	1326	1024	1716	158	126	198	0	0	0	0	0	0	1	0	1	1	1	1	4	3	5	11	9	14	29	23	37	50	40	62	62	50	78	158	126	198
2020-05-29	4091382	4063651	4112407	733754	728781	737524	689029	684359	692570	643174	638814	646479	586602	582626	589616	527615	524039	530327	410370	407588	412479	268012	266195	269389	149646	148632	150415	83180	82617	83608	4091382	4063651	4112407	144	104	199	1	0	1	2	1	2	3	2	4	4	3	6	10	7	14	17	12	23	34	25	47	36	26	50	37	27	52	144	104	199	193	144	258	0	0	0	1	0	1	1	1	1	2	2	3	7	5	9	14	11	19	41	31	55	56	42	75	71	53	94	193	144	258	5031	3472	7212	902	623	1293	847	585	1215	791	546	1134	721	498	1034	649	448	930	505	348	723	330	227	472	184	127	264	102	71	147	5031	3472	7212	14938	10545	20976	2679	1891	3762	2516	1776	3533	2348	1658	3297	2142	1512	3007	1926	1360	2705	1498	1058	2104	979	691	1374	546	386	767	304	214	426	14938	10545	20976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65828	50681	85433	11856	9118	15401	11131	8561	14459	10388	7989	13494	9471	7284	12303	8504	6541	11046	6806	5286	8775	4224	3251	5484	2274	1751	2951	1171	903	1519	65828	50681	85433	551	429	707	0	0	0	2	1	2	3	2	4	6	5	8	20	16	26	43	34	55	118	92	151	159	124	205	200	156	256	551	429	707	1369	1054	1777	6	5	8	17	13	22	31	24	41	43	33	55	102	79	133	171	133	221	325	250	422	339	260	440	336	258	436	1369	1054	1777	164	131	206	0	0	0	0	0	0	1	0	1	1	1	2	4	3	5	11	9	14	31	24	38	52	41	65	65	51	81	164	131	206
2020-05-30	4088794	4059920	4110632	733290	728111	737206	688593	683731	692271	642767	638228	646200	586231	582091	589362	527281	523558	530098	410110	407214	412301	267842	265951	269273	149551	148495	150350	83128	82541	83572	4088794	4059920	4110632	148	106	205	1	0	1	2	1	2	3	2	4	4	3	6	10	7	15	17	12	24	35	25	49	37	27	51	38	28	53	148	106	205	198	147	266	0	0	0	1	0	1	1	1	1	2	2	3	7	5	10	15	11	20	42	31	57	57	43	77	72	54	97	198	147	266	5146	3540	7397	923	635	1327	867	596	1246	809	556	1163	738	508	1061	664	456	954	516	355	742	337	232	485	188	129	271	105	72	150	5146	3540	7397	15285	10754	21531	2741	1929	3861	2574	1811	3626	2403	1691	3385	2192	1542	3087	1971	1387	2777	1533	1079	2160	1001	704	1410	559	393	788	311	219	438	15285	10754	21531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67971	52193	88447	12243	9390	15945	11495	8817	14971	10728	8228	13971	9780	7502	12738	8782	6737	11437	7022	5437	9078	4363	3348	5679	2349	1803	3056	1210	930	1573	67971	52193	88447	570	443	733	0	0	0	2	1	2	3	2	4	6	5	8	21	16	27	44	35	57	122	94	157	165	128	212	207	161	266	570	443	733	1414	1086	1840	6	5	8	17	13	22	32	25	42	44	34	57	106	81	138	177	137	228	335	257	437	350	268	455	347	266	452	1414	1086	1840	171	136	215	0	0	0	0	0	0	1	0	1	1	1	2	4	3	5	12	9	15	32	25	40	54	43	68	67	53	84	171	136	215
2020-05-31	4086147	4056095	4108822	732815	727425	736882	688147	683086	691966	642351	637627	645915	585851	581543	589102	526940	523065	529864	409845	406831	412119	267669	265700	269154	149455	148355	150284	83074	82463	83535	4086147	4056095	4108822	151	108	210	1	0	1	2	1	2	3	2	4	4	3	6	11	8	15	18	12	24	36	26	50	38	27	53	39	28	54	151	108	210	203	151	274	0	0	0	1	0	1	1	1	1	2	2	3	7	5	10	15	11	20	44	32	59	59	44	79	74	55	100	203	151	274	5262	3608	7586	944	647	1360	886	608	1277	827	567	1192	755	517	1088	679	465	978	528	362	761	345	236	497	192	132	277	107	73	154	5262	3608	7586	15640	10967	22098	2805	1967	3963	2634	1847	3721	2459	1724	3474	2242	1572	3168	2017	1414	2850	1569	1100	2216	1025	718	1448	572	401	808	318	223	449	15640	10967	22098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70165	53734	91541	12639	9669	16504	11867	9078	15495	11075	8472	14461	10097	7724	13184	9066	6936	11838	7242	5592	9389	4504	3448	5878	2425	1857	3164	1250	958	1629	70165	53734	91541	589	457	760	0	0	0	2	1	2	3	2	4	7	5	9	22	17	28	46	36	59	126	97	163	170	132	220	214	166	276	589	457	760	1459	1118	1904	6	5	8	18	14	23	33	25	43	45	35	59	109	83	142	182	141	236	346	265	452	361	276	471	358	274	468	1459	1118	1904	177	141	223	0	0	0	0	0	0	1	0	1	1	1	2	4	3	5	12	10	15	33	26	42	56	44	70	70	55	88	177	141	223
2020-06-01	4083441	4052173	4106978	732330	726722	736551	687692	682426	691656	641925	637010	645625	585463	580980	588838	526591	522559	529626	409573	406437	411934	267492	265444	269034	149356	148212	150216	83019	82383	83497	4083441	4052173	4106978	155	110	216	1	0	1	2	1	2	3	2	4	4	3	6	11	8	15	18	13	25	37	26	51	39	28	54	40	29	56	155	110	216	209	154	281	0	0	0	1	0	1	1	1	1	2	2	3	8	6	10	16	11	21	45	33	60	60	45	82	76	56	103	209	154	281	5381	3678	7778	965	660	1395	906	619	1310	846	578	1223	772	527	1115	694	474	1003	540	369	780	353	241	510	197	135	284	109	75	158	5381	3678	7778	16002	11183	22677	2870	2006	4067	2695	1883	3819	2515	1758	3565	2294	1603	3251	2064	1442	2924	1605	1122	2274	1048	733	1485	585	409	829	325	227	461	16002	11183	22677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72410	55305	94717	13044	9952	17077	12247	9344	16034	11430	8721	14963	10421	7951	13642	9357	7140	12249	7468	5750	9708	4649	3549	6083	2503	1912	3274	1290	986	1686	72410	55305	94717	609	471	788	0	0	0	2	1	2	3	3	4	7	5	9	22	17	29	47	37	61	130	100	168	176	136	228	221	171	286	609	471	788	1506	1150	1970	7	5	9	18	14	24	34	26	45	47	36	61	113	86	147	188	145	244	357	273	468	372	284	488	370	282	484	1506	1150	1970	184	146	233	0	0	0	0	0	0	1	1	1	1	1	2	4	3	6	13	10	16	34	27	43	58	46	73	72	57	92	184	146	233
2020-06-02	4080674	4048153	4105098	731834	726001	736214	687226	681749	691339	641491	636378	645330	585067	580404	588568	526234	522041	529384	409296	406034	411746	267311	265180	268911	149254	148065	150148	82963	82301	83459	4080674	4048153	4105098	158	112	222	1	0	1	2	1	2	3	2	5	5	3	6	11	8	16	18	13	26	38	27	53	40	28	56	41	29	57	158	112	222	214	157	290	0	0	0	1	0	1	1	1	2	2	2	3	8	6	11	16	12	22	46	34	62	62	46	84	78	58	106	214	157	290	5502	3749	7974	987	672	1430	927	631	1343	865	589	1254	789	538	1143	710	483	1028	552	376	800	360	246	522	201	137	292	112	76	162	5502	3749	7974	16370	11403	23268	2936	2045	4173	2757	1920	3919	2573	1793	3658	2347	1635	3336	2111	1471	3001	1642	1144	2334	1072	747	1524	599	417	851	333	232	473	16370	11403	23268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74706	56908	97975	13459	10242	17666	12637	9616	16586	11793	8974	15479	10752	8182	14112	9655	7348	12671	7698	5911	10035	4797	3653	6293	2583	1968	3387	1331	1015	1744	74706	56908	97975	629	485	816	0	0	0	2	1	2	3	3	4	7	5	9	23	18	30	49	38	63	134	104	175	182	140	236	229	176	296	629	485	816	1554	1184	2038	7	5	9	19	14	25	35	27	46	48	37	64	116	88	152	194	149	252	369	281	484	384	292	504	381	290	501	1554	1184	2038	191	151	242	0	0	0	0	0	0	1	1	1	1	1	2	5	4	6	13	10	16	36	28	45	60	47	76	75	59	95	191	151	242
2020-06-03	4077847	4044033	4103183	731326	725262	735870	686750	681055	691016	641046	635730	645029	584661	579813	588294	525870	521509	529137	409012	405621	411554	267125	264910	268785	149151	147914	150078	82905	82218	83420	4077847	4044033	4103183	162	115	228	1	0	1	2	1	3	3	2	5	5	3	7	12	8	16	19	13	26	39	27	54	41	29	57	42	30	59	162	115	228	219	161	298	0	0	0	1	0	1	1	1	2	2	2	3	8	6	11	16	12	22	47	34	64	64	47	86	80	59	109	219	161	298	5625	3821	8175	1009	685	1466	947	644	1377	884	601	1285	806	548	1172	725	493	1054	564	383	820	368	250	535	206	140	299	114	78	166	5625	3821	8175	16746	11627	23872	3003	2085	4281	2820	1958	4020	2632	1828	3753	2401	1667	3423	2159	1499	3078	1680	1166	2394	1097	762	1564	612	425	873	340	236	485	16746	11627	23872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77055	58542	101318	13883	10537	18270	13035	9893	17153	12165	9233	16008	11091	8418	14595	9959	7559	13105	7934	6075	10371	4949	3758	6509	2665	2025	3504	1374	1044	1804	77055	58542	101318	650	500	845	0	0	0	2	1	2	3	3	5	7	6	10	24	18	31	50	39	65	139	107	181	188	144	245	236	182	307	650	500	845	1603	1218	2107	7	5	9	20	15	26	37	28	48	50	38	66	120	91	158	200	153	261	380	289	501	396	301	522	393	299	518	1603	1218	2107	198	156	252	0	0	0	0	0	0	1	1	1	1	1	2	5	4	6	14	11	17	37	29	47	62	49	79	78	61	99	198	156	252
2020-06-04	4074957	4039811	4101231	730808	724505	735520	686263	680344	690688	640592	635067	644722	584247	579208	588014	525497	520965	528885	408722	405197	411358	266936	264634	268657	149045	147760	150006	82846	82132	83381	4074957	4039811	4101231	166	117	234	1	0	1	2	1	3	3	2	5	5	3	7	12	8	17	19	14	27	40	28	56	42	29	59	43	30	61	166	117	234	225	164	306	0	0	0	1	0	1	1	1	2	3	2	3	8	6	11	17	12	23	48	35	65	65	48	89	82	60	112	225	164	306	5750	3894	8379	1031	698	1503	968	656	1411	904	612	1317	824	558	1201	742	502	1080	577	391	840	377	255	549	210	142	306	117	79	170	5750	3894	8379	17129	11854	24489	3072	2126	4392	2885	1996	4124	2693	1864	3850	2456	1700	3511	2209	1529	3158	1718	1189	2456	1122	777	1604	626	434	896	348	241	498	17129	11854	24489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79458	60208	104748	14317	10837	18889	13442	10175	17735	12545	9496	16551	11438	8658	15090	10271	7775	13549	8176	6243	10715	5104	3866	6730	2749	2083	3623	1417	1075	1866	79458	60208	104748	672	515	875	0	0	0	2	1	3	4	3	5	8	6	10	25	19	32	52	40	67	144	110	187	194	149	253	244	187	318	672	515	875	1652	1252	2178	7	5	9	20	15	27	38	29	50	52	39	68	124	94	163	206	157	270	392	297	517	409	309	539	406	307	535	1652	1252	2178	205	161	262	0	0	0	0	0	0	1	1	1	2	1	2	5	4	6	14	11	18	38	30	49	65	51	82	81	64	103	205	161	262
